date,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2025-07-01,8.3695,29.02,55.02,1.77
2025-07-02,8.0832,30.19,48.02,2.3
2025-07-03,7.4887,29.66,61.1,1.8
2025-07-04,7.1326,28.94,61.44,1.92
2025-07-05,7.3685,29.54,58.71,1.72
2025-07-06,7.4777,30.64,54.05,1.32
2025-07-07,7.5019,31.53,50.62,1.54
2025-07-08,7.3826,29.41,57.29,4.03
2025-07-09,7.9493,27.12,51.79,5.12
2025-07-10,7.8451,25.71,55.33,3.58
2025-07-11,7.5413,26.88,50.68,2.24
2025-07-12,7.2221,29.26,52.1,4.28
2025-07-13,7.1299,31.76,48.2,3.12
2025-07-14,7.1386,28.92,61.24,2.42
2025-07-15,7.4582,29.09,54.48,1.73
2025-07-16,7.6786,28.86,59.04,5.4
2025-07-17,7.9898,28.21,59.68,6.96
2025-07-18,7.7486,28.15,63.13,3.9
2025-07-19,7.9543,31.02,50.04,3.77
2025-07-20,7.5365,31.08,47.54,2.52
2025-07-21,6.2863,32.98,42.03,3.5
2025-07-22,7.6313,29.2,53.0,3.84
2025-07-23,7.5074,31.29,48.54,2.14
2025-07-24,5.7818,33.74,46.35,2.86
2025-07-25,6.2498,29.41,66.16,4.46
2025-07-26,6.606,25.88,67.08,5.72
2025-07-27,7.0985,25.73,64.38,6.13
2025-07-28,7.0913,25.88,65.45,5.52
2025-07-29,7.1302,24.84,63.97,6.35
2025-07-30,7.0392,24.65,66.21,5.27
2025-07-31,7.2401,24.27,66.7,4.3
2025-08-01,7.0531,25.43,62.88,1.95
2025-08-02,7.0999,26.41,61.95,2.09
2025-08-03,6.9432,26.04,65.25,3.46
2025-08-04,7.4417,24.68,63.14,4.08
2025-08-05,7.1237,24.48,68.56,3.5
2025-08-06,7.4741,26.13,67.88,2.82
2025-08-07,7.4309,27.4,57.85,1.86
2025-08-08,7.3759,27.24,58.92,2.08
2025-08-09,6.7766,27.95,58.02,2.23
2025-08-10,6.6494,28.46,54.16,1.83
2025-08-11,6.8383,27.39,63.93,3.01
2025-08-12,6.7015,27.29,64.47,3.95
2025-08-13,6.3958,27.12,72.46,2.45
2025-08-14,6.5398,27.59,63.04,1.62
2025-08-15,6.3794,27.57,60.47,2.55
2025-08-16,5.5685,27.07,73.15,3.5
2025-08-17,5.9359,27.94,69.82,4.39
2025-08-18,5.953,27.38,68.98,2.58
2025-08-19,6.6118,29.31,58.05,2.78
2025-08-20,5.8558,30.26,54.23,4.12
2025-08-21,5.9366,27.51,72.25,3.26
2025-08-22,6.2616,27.03,64.97,3.23
2025-08-23,6.0094,26.54,60.42,3.27
2025-08-24,6.1294,26.77,59.78,2.73
2025-08-25,6.6398,28.28,54.51,2.11
2025-08-26,5.6722,30.26,51.2,2.54
2025-08-27,6.3977,32.14,49.78,3.89
2025-08-28,5.8404,30.33,58.82,3.35
2025-08-29,4.7282,28.56,64.14,3.15
2025-08-30,5.7768,26.8,63.68,4.37
2025-08-31,6.5657,27.83,51.39,2.16
2025-09-01,5.9465,30.29,50.0,2.99
2025-09-02,3.7121,26.72,67.33,3.52
2025-09-03,5.4602,25.48,56.76,2.93
2025-09-04,6.6814,26.17,57.03,2.54
2025-09-05,6.5182,26.52,54.5,2.05
2025-09-06,5.6832,27.37,56.02,2.53
2025-09-07,5.0854,28.58,59.65,1.83
2025-09-08,4.8907,30.53,49.04,1.77
2025-09-09,4.3985,31.05,47.35,2.51
2025-09-10,3.6098,25.82,72.02,3.38
2025-09-11,5.4238,25.59,67.47,3.98
2025-09-12,5.8066,25.38,65.53,3.59
2025-09-13,5.9162,25.47,59.56,2.08
2025-09-14,5.6923,26.44,59.3,2.39
2025-09-15,6.0538,26.33,65.53,2.2
2025-09-16,6.0614,27.2,55.4,1.85
2025-09-17,5.0635,26.16,71.13,4.51
2025-09-18,5.3338,25.38,70.66,3.27
2025-09-19,4.8038,26.52,66.67,1.75
2025-09-20,4.9531,26.91,63.57,3.71
2025-09-21,4.8586,26.53,63.96,4.88
2025-09-22,4.5485,26.02,69.5,3.23
2025-09-23,4.0469,24.79,73.87,1.61
2025-09-24,4.4695,22.96,77.02,3.43
2025-09-25,3.7656,23.02,64.67,2.38
2025-09-26,3.0,23.4,76.24,1.71
2025-09-27,3.257,22.37,75.77,2.76
2025-09-28,4.8845,22.47,67.41,2.76
2025-09-29,4.908,22.48,63.98,1.75
2025-09-30,3.6206,23.81,65.32,1.79
2025-10-01,4.2694,22.9,71.66,4.59
2025-10-02,4.1837,21.18,64.79,4.93
2025-10-03,4.6589,20.09,61.28,3.99
2025-10-04,3.8621,21.16,66.77,2.31
2025-10-05,4.9788,21.87,69.27,3.78
2025-10-06,4.2643,20.76,61.41,5.25
2025-10-07,3.4764,20.06,68.03,2.64
2025-10-08,5.095,20.44,66.14,1.71
2025-10-09,4.428,21.08,65.2,1.28
2025-10-10,4.523,22.36,73.7,1.66
2025-10-11,4.4285,22.35,76.7,2.25
2025-10-12,3.1548,22.22,71.16,2.2
2025-10-13,4.4587,22.93,66.01,2.45
2025-10-14,3.5676,23.52,62.65,2.83
2025-10-15,3.8568,22.92,70.96,2.14
2025-10-16,3.7706,20.79,78.39,3.48
2025-10-17,4.2223,20.69,70.96,2.06
2025-10-18,1.1556,19.32,79.12,1.88
2025-10-19,2.4396,19.99,68.05,1.68
2025-10-20,4.2101,20.65,65.07,1.82
2025-10-21,4.0783,21.5,67.18,3.17
2025-10-22,3.39,21.66,82.58,3.62
2025-10-23,4.0812,22.99,73.9,5.32
2025-10-24,3.697,21.31,74.51,2.59
2025-10-25,4.2475,22.95,64.94,1.61
2025-10-26,4.1309,22.17,60.97,3.35
2025-10-27,3.6991,19.41,64.31,6.15
2025-10-28,3.7908,19.87,67.44,3.77
2025-10-29,3.9946,19.74,64.02,3.98
2025-10-30,2.1,19.32,74.2,2.33
2025-10-31,3.5681,20.16,79.57,4.3
2025-11-01,3.5671,19.07,79.57,1.75
2025-11-02,3.9293,19.54,73.76,2.05
2025-11-03,2.8673,19.76,75.23,4.5
2025-11-04,3.4421,18.09,72.47,3.14
2025-11-05,3.4723,17.29,72.24,1.59
2025-11-06,3.301,18.61,75.24,2.21
2025-11-07,2.07,18.31,74.27,4.12
2025-11-08,2.8447,17.77,70.8,2.7
2025-11-09,2.5313,16.6,82.57,4.3
2025-11-10,3.1212,18.11,70.81,3.7
2025-11-11,3.378,16.41,73.17,1.48
2025-11-12,3.7154,17.03,71.81,3.19
2025-11-13,3.6701,16.94,61.47,4.41
2025-11-14,3.3898,17.65,54.97,3.38
2025-11-15,3.3442,18.77,57.52,2.4
2025-11-16,3.0809,18.39,64.78,2.35
2025-11-17,2.4336,18.24,84.62,1.97
2025-11-18,1.9939,17.36,78.82,3.44
2025-11-19,2.9767,15.59,72.07,3.41
2025-11-20,3.0406,15.01,75.8,3.03
2025-11-21,2.6921,13.93,73.41,5.29
2025-11-22,2.6539,11.09,67.82,7.36
2025-11-23,3.035,12.44,67.14,4.16
2025-11-24,2.2783,11.23,58.07,2.65
2025-11-25,2.6954,14.2,66.5,4.95
2025-11-26,2.1982,12.33,77.39,4.61
2025-11-27,2.2195,11.64,76.86,4.95
2025-11-28,1.5374,12.47,77.64,5.07
2025-11-29,2.0602,13.28,76.95,3.58
2025-11-30,2.9345,12.24,68.1,2.2
2025-12-01,2.8178,12.57,62.02,1.49
2025-12-02,2.9335,12.51,84.78,1.98
2025-12-03,3.0199,13.21,74.78,1.99
2025-12-04,2.3633,13.65,73.93,6.01
2025-12-05,2.0026,12.85,76.93,6.95
2025-12-06,2.7463,14.33,73.23,6.22
2025-12-07,2.3345,15.66,88.14,5.09
2025-12-08,2.8298,15.58,89.32,3.38
2025-12-09,2.682,14.03,82.55,1.58
2025-12-10,2.7187,13.44,86.89,1.98
2025-12-11,2.5757,13.72,85.49,1.51
2025-12-12,2.4322,13.29,86.63,2.1
2025-12-13,2.4065,14.06,87.78,1.69
2025-12-14,2.1682,14.19,86.98,2.41
2025-12-15,1.0558,15.33,89.63,4.59
2025-12-16,2.2426,14.69,79.3,3.17
2025-12-17,1.9486,13.23,86.17,2.79
2025-12-18,1.811,16.29,89.13,3.43
2025-12-19,0.6571,15.16,90.94,3.4
2025-12-20,1.7016,12.87,87.92,1.23
2025-12-21,1.7669,13.78,87.84,2.47
2025-12-22,2.4996,13.14,73.49,2.74
2025-12-23,2.6882,10.37,75.14,3.48
2025-12-24,2.6542,10.05,71.66,3.02
2025-12-25,2.3748,11.99,68.46,2.61
2025-12-26,1.8792,12.68,78.71,3.51
2025-12-27,1.9481,13.77,87.3,2.35
2025-12-28,2.7406,13.01,82.28,1.11
2025-12-29,2.5138,11.91,69.03,1.98
2025-12-30,2.6318,12.15,82.27,4.32
2025-12-31,2.5135,11.85,87.19,2.61
