date,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2020-01-01,1.867,9.96,76.92,2.9
2020-01-02,2.8478,10.59,86.79,2.69
2020-01-03,2.8622,9.89,88.67,1.98
2020-01-04,1.1796,12.18,81.78,4.2
2020-01-05,1.8739,12.76,79.54,4.59
2020-01-06,2.803,11.27,71.21,2.71
2020-01-07,2.8519,11.0,82.04,3.14
2020-01-08,0.8585,12.15,88.66,2.4
2020-01-09,2.2351,11.05,86.54,2.06
2020-01-10,1.9044,10.25,86.41,2.08
2020-01-11,2.1514,10.82,83.18,1.87
2020-01-12,2.22,11.36,82.8,1.64
2020-01-13,2.0945,10.56,81.97,2.04
2020-01-14,2.9976,10.26,80.24,1.44
2020-01-15,3.0559,9.43,82.26,1.95
2020-01-16,3.0478,9.6,77.71,1.11
2020-01-17,2.8762,9.59,81.72,1.87
2020-01-18,2.9659,11.79,80.07,3.88
2020-01-19,3.1426,10.58,75.7,3.59
2020-01-20,1.9968,12.56,80.7,5.61
2020-01-21,2.4658,14.87,78.04,8.04
2020-01-22,2.4859,13.92,79.5,5.96
2020-01-23,2.8543,13.06,86.58,4.42
2020-01-24,2.4108,12.98,82.5,2.44
2020-01-25,2.6342,11.47,80.32,1.45
2020-01-26,2.4348,10.65,80.38,3.28
2020-01-27,3.0286,11.83,89.85,3.05
2020-01-28,2.9021,11.02,80.04,3.01
2020-01-29,3.3922,13.8,83.39,4.5
2020-01-30,3.1627,13.53,87.83,2.05
2020-01-31,2.6856,12.85,83.64,1.88
2020-02-01,3.0996,13.1,87.51,2.95
2020-02-02,3.2045,13.87,88.53,4.35
2020-02-03,3.4908,15.26,81.34,5.91
2020-02-04,3.6593,15.03,75.32,6.99
2020-02-05,3.6552,12.58,58.9,7.64
2020-02-06,2.7914,10.95,56.43,5.28
2020-02-07,4.0802,10.19,62.87,1.68
2020-02-08,3.8878,10.7,73.35,2.24
2020-02-09,3.8734,12.42,66.86,1.52
2020-02-10,3.9216,12.52,74.97,2.81
2020-02-11,4.1203,13.59,74.97,4.3
2020-02-12,4.039,14.08,82.46,2.94
2020-02-13,3.4097,14.32,74.27,1.29
2020-02-14,3.4471,13.87,85.56,4.86
2020-02-15,3.6744,12.4,74.12,2.47
2020-02-16,4.4129,11.1,74.48,1.49
2020-02-17,4.3063,10.4,76.11,2.47
2020-02-18,3.624,11.72,83.11,3.86
2020-02-19,3.9454,12.26,72.62,5.74
2020-02-20,3.8282,12.78,74.78,4.25
2020-02-21,4.4969,12.13,81.26,3.2
2020-02-22,3.497,12.98,78.81,3.48
2020-02-23,4.487,12.78,79.64,1.93
2020-02-24,4.8686,12.71,81.53,4.0
2020-02-25,4.734,13.56,68.54,2.34
2020-02-26,3.5861,13.95,77.13,4.17
2020-02-27,3.7678,12.62,68.45,3.64
2020-02-28,4.475,13.36,76.79,4.05
2020-02-29,4.6303,15.04,68.65,2.18
2020-03-01,4.8535,14.98,65.79,2.62
2020-03-02,4.0282,16.07,74.27,3.75
2020-03-03,4.2893,13.24,70.7,5.34
2020-03-04,3.9866,13.4,70.99,7.93
2020-03-05,4.8432,14.93,78.15,2.26
2020-03-06,3.8424,14.9,74.51,4.44
2020-03-07,3.7241,11.78,77.44,6.0
2020-03-08,3.8755,12.18,74.12,5.13
2020-03-09,3.737,11.72,81.4,4.13
2020-03-10,3.4728,12.46,75.6,4.87
2020-03-11,2.6986,13.14,82.25,3.4
2020-03-12,5.5428,13.97,74.91,1.7
2020-03-13,5.4317,16.38,68.18,1.96
2020-03-14,4.913,15.12,77.92,3.66
2020-03-15,5.1523,13.86,81.4,2.97
2020-03-16,4.7477,14.4,80.75,4.23
2020-03-17,3.8215,14.14,84.14,4.5
2020-03-18,2.4617,13.36,75.62,3.15
2020-03-19,3.4582,13.22,75.05,3.28
2020-03-20,4.7954,14.51,77.23,5.1
2020-03-21,1.2691,14.3,84.96,5.24
2020-03-22,2.7185,14.09,83.1,3.0
2020-03-23,4.6186,13.63,82.81,2.46
2020-03-24,3.4109,12.18,80.01,4.03
2020-03-25,2.081,9.3,81.31,6.29
2020-03-26,4.9721,9.91,64.77,4.85
2020-03-27,4.8403,10.66,76.33,3.77
2020-03-28,4.9049,12.06,76.33,2.46
2020-03-29,1.8346,11.39,81.78,1.33
2020-03-30,4.7962,12.16,83.47,3.11
2020-03-31,5.2207,14.5,73.26,1.27
2020-04-01,4.3248,13.15,79.87,3.29
2020-04-02,4.3978,12.87,87.53,2.27
2020-04-03,2.526,12.28,91.2,2.36
2020-04-04,5.7187,13.12,76.87,3.57
2020-04-05,5.6244,13.2,74.49,2.79
2020-04-06,5.8342,13.33,72.32,1.81
2020-04-07,5.7631,13.97,77.08,1.95
2020-04-08,5.785,14.29,75.99,1.46
2020-04-09,6.0684,14.29,72.96,1.93
2020-04-10,6.0091,15.29,74.71,2.89
2020-04-11,5.5975,15.83,71.46,1.73
2020-04-12,6.3324,15.96,64.18,2.44
2020-04-13,5.3095,16.52,67.89,5.66
2020-04-14,5.681,17.06,79.69,3.52
2020-04-15,5.0705,17.46,75.16,3.18
2020-04-16,5.1362,18.79,76.06,2.67
2020-04-17,5.8882,21.0,72.82,2.5
2020-04-18,5.1998,20.12,79.99,2.0
2020-04-19,4.4616,19.39,75.78,3.44
2020-04-20,3.3413,18.32,81.95,4.71
2020-04-21,5.023,17.5,75.67,6.67
2020-04-22,3.2623,15.83,82.42,1.83
2020-04-23,6.0307,16.15,77.01,2.68
2020-04-24,4.3608,15.78,80.27,1.52
2020-04-25,4.4659,17.97,77.11,2.37
2020-04-26,4.4369,18.87,74.05,0.87
2020-04-27,5.1557,18.13,79.97,1.87
2020-04-28,5.5752,17.54,81.76,3.24
2020-04-29,3.7106,16.97,76.65,2.93
2020-04-30,7.0733,17.39,70.56,3.33
2020-05-01,7.5146,18.35,66.91,3.61
2020-05-02,7.0807,19.19,69.34,4.57
2020-05-03,7.5276,19.57,73.33,4.9
2020-05-04,7.7234,19.47,73.44,2.76
2020-05-05,7.0366,22.62,69.05,2.14
2020-05-06,7.3524,22.5,67.14,3.82
2020-05-07,7.0085,20.04,77.67,3.38
2020-05-08,6.845,20.01,72.02,5.48
2020-05-09,5.1382,21.22,70.21,4.41
2020-05-10,6.4164,21.69,72.24,4.12
2020-05-11,7.2799,20.09,65.32,3.43
2020-05-12,7.6526,22.06,56.27,4.05
2020-05-13,3.3202,23.04,62.91,3.04
2020-05-14,5.2846,23.55,62.56,4.24
2020-05-15,5.1746,19.57,68.06,2.24
2020-05-16,4.051,21.45,75.52,2.08
2020-05-17,3.4174,20.62,78.05,4.21
2020-05-18,6.3583,19.5,77.03,5.59
2020-05-19,5.7701,18.69,74.28,5.82
2020-05-20,7.2934,20.48,68.69,5.63
2020-05-21,6.8522,20.44,72.89,4.93
2020-05-22,7.9896,20.55,66.36,2.23
2020-05-23,7.7496,21.35,56.64,1.77
2020-05-24,8.1571,22.92,53.13,1.91
2020-05-25,7.0752,20.69,70.83,2.72
2020-05-26,7.1544,20.02,74.19,2.82
2020-05-27,6.8155,20.65,65.88,3.11
2020-05-28,7.9762,19.78,59.0,2.83
2020-05-29,7.3879,21.15,67.94,3.94
2020-05-30,6.5602,21.32,72.77,2.57
2020-05-31,7.571,20.2,71.55,2.44
2020-06-01,6.7982,20.74,62.21,2.67
2020-06-02,7.3032,21.46,63.14,1.94
2020-06-03,7.4381,22.39,57.85,2.16
2020-06-04,7.4594,25.49,54.87,3.63
2020-06-05,6.4025,21.29,68.93,6.54
2020-06-06,7.5974,22.37,64.02,3.9
2020-06-07,6.2522,22.66,73.33,3.9
2020-06-08,6.7193,22.61,70.14,3.3
2020-06-09,6.9763,20.95,70.57,4.15
2020-06-10,6.5945,20.35,63.25,2.47
2020-06-11,7.2658,22.28,60.91,2.4
2020-06-12,7.0555,25.83,63.58,3.0
2020-06-13,6.3739,23.15,77.0,3.55
2020-06-14,7.614,22.4,69.73,4.61
2020-06-15,7.8019,22.38,64.17,5.28
2020-06-16,7.5451,22.87,63.83,3.21
2020-06-17,7.2778,23.62,61.49,2.99
2020-06-18,7.3661,25.5,55.41,2.2
2020-06-19,6.9742,24.55,67.39,4.14
2020-06-20,8.2174,23.78,61.91,5.35
2020-06-21,7.2564,23.31,67.3,5.91
2020-06-22,7.212,23.58,64.82,5.04
2020-06-23,7.0764,24.27,66.52,2.95
2020-06-24,7.902,25.83,53.95,2.51
2020-06-25,7.7974,27.29,58.99,4.53
2020-06-26,7.2026,27.7,62.37,2.62
2020-06-27,6.5618,26.61,69.51,2.04
2020-06-28,7.3262,25.78,72.11,2.48
2020-06-29,7.8629,25.59,68.37,2.28
2020-06-30,7.8348,26.93,57.11,1.88
2020-07-01,7.6363,30.28,45.04,2.22
2020-07-02,7.8403,27.76,57.62,3.84
2020-07-03,7.6598,27.02,61.51,4.2
2020-07-04,7.3531,24.6,60.82,6.8
2020-07-05,7.6814,24.69,64.64,6.04
2020-07-06,7.3819,24.95,68.89,5.95
2020-07-07,8.1799,24.91,60.12,7.56
2020-07-08,7.7102,23.96,64.78,3.61
2020-07-09,7.2994,24.45,66.41,2.31
2020-07-10,7.3464,26.62,61.94,2.57
2020-07-11,7.2434,28.43,54.66,2.65
2020-07-12,7.824,28.3,54.14,2.01
2020-07-13,7.1664,27.61,62.52,2.77
2020-07-14,7.4597,26.67,63.67,2.55
2020-07-15,5.5954,24.56,73.05,2.16
2020-07-16,7.1681,25.35,62.46,3.72
2020-07-17,6.8189,24.42,64.05,4.96
2020-07-18,7.2458,24.66,64.59,4.72
2020-07-19,7.4592,24.92,67.32,3.05
2020-07-20,7.7069,26.76,56.35,2.19
2020-07-21,7.9234,26.08,52.98,3.0
2020-07-22,7.7791,26.35,58.24,2.5
2020-07-23,7.6735,28.42,50.59,2.29
2020-07-24,7.0992,29.35,46.82,2.18
2020-07-25,7.4194,28.21,57.41,3.53
2020-07-26,7.5413,29.3,46.89,1.88
2020-07-27,7.5902,29.85,43.52,2.35
2020-07-28,7.5658,29.62,43.61,2.36
2020-07-29,7.6642,30.22,47.86,2.36
2020-07-30,7.2739,30.87,41.72,2.66
2020-07-31,7.5586,32.02,38.45,2.69
2020-08-01,7.3666,32.58,37.79,2.21
2020-08-02,7.229,30.73,54.89,3.38
2020-08-03,6.9137,29.69,57.7,3.17
2020-08-04,5.789,27.56,53.99,5.27
2020-08-05,7.2046,26.01,50.93,5.51
2020-08-06,7.0771,25.95,59.54,3.6
2020-08-07,6.829,26.24,61.93,2.92
2020-08-08,6.6278,27.22,62.39,3.99
2020-08-09,6.8081,27.38,65.67,4.19
2020-08-10,6.6307,27.63,62.24,2.35
2020-08-11,7.0716,29.13,54.04,2.99
2020-08-12,7.085,30.46,51.0,4.17
2020-08-13,6.7822,32.44,45.36,2.73
2020-08-14,5.7053,33.49,39.76,2.99
2020-08-15,6.143,32.35,45.77,1.33
2020-08-16,6.0276,31.29,46.4,3.94
2020-08-17,6.355,29.38,57.83,2.37
2020-08-18,6.2902,28.24,59.44,2.37
2020-08-19,6.6797,28.76,57.4,1.93
2020-08-20,6.8186,30.01,51.47,3.64
2020-08-21,6.8342,30.98,57.28,5.01
2020-08-22,6.2112,30.39,61.22,3.45
2020-08-23,6.5126,28.49,66.21,5.76
2020-08-24,7.122,27.11,55.65,5.53
2020-08-25,6.6266,26.23,56.13,4.52
2020-08-26,6.9876,26.76,58.01,2.45
2020-08-27,6.6802,27.56,61.29,2.37
2020-08-28,6.636,30.09,46.19,2.55
2020-08-29,6.036,32.88,37.45,3.88
2020-08-30,5.9652,29.12,51.52,4.11
2020-08-31,4.9435,25.42,70.5,4.25
2020-09-01,6.4426,23.73,57.56,3.36
2020-09-02,4.2797,24.6,59.96,2.18
2020-09-03,4.5946,24.76,62.89,2.74
2020-09-04,4.758,24.71,65.51,2.76
2020-09-05,1.9766,25.44,73.84,2.2
2020-09-06,3.8938,25.0,80.79,1.96
2020-09-07,6.048,25.17,69.1,2.64
2020-09-08,5.845,25.8,68.31,1.95
2020-09-09,5.6659,27.29,73.14,2.98
2020-09-10,4.2271,26.03,76.25,2.46
2020-09-11,4.9181,23.94,73.48,2.66
2020-09-12,3.8734,23.71,75.78,2.99
2020-09-13,4.0838,23.56,78.99,2.22
2020-09-14,2.4902,23.57,79.13,1.85
2020-09-15,4.9255,24.55,74.79,2.55
2020-09-16,5.3285,24.5,75.89,3.65
2020-09-17,5.1581,24.67,72.22,3.35
2020-09-18,5.651,24.93,68.25,1.82
2020-09-19,5.3316,25.49,67.53,1.81
2020-09-20,4.8046,25.55,70.3,2.51
2020-09-21,3.4997,25.82,73.18,1.28
2020-09-22,3.8741,25.38,74.31,1.33
2020-09-23,3.8102,24.14,78.29,1.01
2020-09-24,4.1148,26.33,62.17,1.98
2020-09-25,4.5132,25.41,58.25,5.74
2020-09-26,3.2357,20.93,53.84,7.21
2020-09-27,4.6207,20.21,60.86,6.01
2020-09-28,5.1103,20.82,57.96,3.27
2020-09-29,5.3863,21.51,62.06,2.23
2020-09-30,5.0642,23.13,71.9,2.05
2020-10-01,4.2859,21.25,68.81,2.12
2020-10-02,4.7638,24.21,60.82,3.37
2020-10-03,3.4039,22.44,70.79,4.57
2020-10-04,4.6109,22.52,61.19,1.71
2020-10-05,2.9112,21.14,69.54,2.93
2020-10-06,4.9298,20.04,64.69,3.82
2020-10-07,3.9523,20.66,70.53,4.02
2020-10-08,4.5144,20.7,67.0,4.45
2020-10-09,4.7453,20.11,63.99,1.48
2020-10-10,4.6085,20.39,64.06,1.66
2020-10-11,3.2566,19.6,74.57,3.65
2020-10-12,3.4658,17.0,67.92,6.79
2020-10-13,3.3684,18.12,64.66,4.69
2020-10-14,4.6786,19.65,52.76,3.51
2020-10-15,4.1911,18.67,63.33,4.36
2020-10-16,3.8906,17.22,64.16,3.04
2020-10-17,4.3577,17.3,64.23,1.88
2020-10-18,3.6238,17.5,66.72,2.63
2020-10-19,4.0783,17.94,67.21,1.86
2020-10-20,4.3289,19.05,71.12,4.2
2020-10-21,4.3939,19.81,64.89,4.82
2020-10-22,3.9955,20.39,72.9,4.91
2020-10-23,3.972,21.61,74.53,3.47
2020-10-24,3.0266,19.49,82.67,3.97
2020-10-25,3.6816,18.87,73.43,2.6
2020-10-26,4.1314,19.23,63.17,2.83
2020-10-27,3.1322,17.48,64.13,5.32
2020-10-28,3.3206,17.68,68.91,4.07
2020-10-29,3.4411,18.36,74.56,3.91
2020-10-30,3.4123,18.15,76.83,3.83
2020-10-31,3.5873,17.71,80.73,1.66
2020-11-01,3.6684,17.39,75.59,1.31
2020-11-02,3.7078,17.57,73.71,1.36
2020-11-03,3.6874,18.09,70.49,1.47
2020-11-04,2.5337,18.26,80.76,1.63
2020-11-05,3.3936,18.23,79.91,1.83
2020-11-06,3.2371,18.3,83.23,2.06
2020-11-07,3.2945,18.09,78.4,2.83
2020-11-08,3.2371,19.18,76.13,1.95
2020-11-09,2.813,18.61,75.09,2.08
2020-11-10,3.5489,18.84,67.09,1.44
2020-11-11,3.1728,18.15,83.8,1.4
2020-11-12,3.229,18.25,73.96,2.24
2020-11-13,3.054,18.15,63.06,2.72
2020-11-14,3.2162,18.8,56.59,2.59
2020-11-15,2.5973,18.58,70.24,1.59
2020-11-16,2.9669,18.74,82.14,2.9
2020-11-17,2.5526,17.5,71.59,4.92
2020-11-18,2.6719,17.96,79.77,3.9
2020-11-19,1.9884,17.7,82.3,3.68
2020-11-20,2.8284,16.95,64.26,7.99
2020-11-21,1.9375,15.65,74.84,6.19
2020-11-22,1.5504,15.95,78.48,5.72
2020-11-23,2.0016,16.08,82.59,3.12
2020-11-24,1.7683,15.86,81.98,3.09
2020-11-25,2.8716,14.85,78.57,2.5
2020-11-26,3.0782,14.51,75.42,3.54
2020-11-27,1.7767,15.46,86.7,4.32
2020-11-28,1.7206,17.43,65.51,6.68
2020-11-29,1.6685,14.03,82.8,4.2
2020-11-30,2.4756,15.18,84.55,2.75
2020-12-01,2.8606,14.57,75.23,2.13
2020-12-02,2.5291,13.39,78.48,2.84
2020-12-03,2.1806,12.45,76.77,4.89
2020-12-04,3.035,11.83,69.27,3.7
2020-12-05,2.7096,12.71,73.19,5.02
2020-12-06,2.7317,10.6,83.77,5.5
2020-12-07,2.9808,10.82,75.4,4.52
2020-12-08,2.7466,13.07,70.92,6.02
2020-12-09,2.4672,11.84,77.49,5.7
2020-12-10,1.8034,11.11,80.13,4.76
2020-12-11,1.9714,13.56,77.11,4.61
2020-12-12,1.381,14.55,83.61,4.98
2020-12-13,2.3935,13.58,71.37,7.66
2020-12-14,2.8781,12.73,75.1,2.14
2020-12-15,2.7646,13.81,76.35,1.84
2020-12-16,2.6136,13.71,84.53,1.73
2020-12-17,2.1535,13.96,85.09,2.73
2020-12-18,1.3656,14.85,90.56,2.58
2020-12-19,1.339,14.94,88.64,2.32
2020-12-20,2.0374,13.32,90.01,1.37
2020-12-21,1.9574,13.58,90.18,2.63
2020-12-22,2.1374,13.24,89.5,2.46
2020-12-23,2.7835,12.99,79.5,1.77
2020-12-24,2.7955,12.62,74.69,2.24
2020-12-25,2.7962,12.44,82.09,3.16
2020-12-26,1.0634,10.87,74.67,6.52
2020-12-27,2.1938,9.62,80.2,5.18
2020-12-28,3.0072,10.16,68.33,4.61
2020-12-29,2.6705,11.29,80.3,3.27
2020-12-30,2.6472,10.45,81.15,4.42
2020-12-31,2.8517,10.56,74.41,3.19
2021-01-01,2.9568,8.08,70.52,3.85
2021-01-02,2.9462,8.62,67.67,3.47
2021-01-03,2.6287,7.83,74.15,3.74
2021-01-04,2.8769,7.82,76.04,3.68
2021-01-05,2.5102,7.39,66.75,3.13
2021-01-06,1.3678,9.37,68.57,2.01
2021-01-07,2.4888,13.52,77.38,2.76
2021-01-08,2.4262,13.71,89.8,2.44
2021-01-09,1.4489,16.48,78.88,2.63
2021-01-10,1.9277,14.05,85.51,3.22
2021-01-11,2.7571,12.01,75.03,1.89
2021-01-12,2.028,10.84,76.28,6.67
2021-01-13,1.5444,12.61,73.68,7.89
2021-01-14,2.4732,13.38,73.58,7.46
2021-01-15,2.4744,13.16,68.41,7.84
2021-01-16,2.0242,11.15,72.49,5.51
2021-01-17,2.5133,12.0,73.83,6.58
2021-01-18,2.3983,11.77,70.37,4.74
2021-01-19,3.2486,10.36,71.44,2.19
2021-01-20,3.2191,10.09,68.36,3.34
2021-01-21,2.1622,9.94,66.23,2.79
2021-01-22,2.6683,12.86,71.99,2.92
2021-01-23,2.8399,12.82,75.69,5.51
2021-01-24,2.2673,12.24,74.12,5.82
2021-01-25,2.1355,12.21,82.36,3.38
2021-01-26,3.103,11.79,69.06,6.5
2021-01-27,2.2476,11.84,78.51,4.29
2021-01-28,1.8463,14.43,87.42,5.19
2021-01-29,2.5217,15.21,79.31,4.53
2021-01-30,3.6034,15.53,76.17,3.44
2021-01-31,2.7226,13.73,75.96,5.77
2021-02-01,1.5329,12.9,84.94,4.78
2021-02-02,3.5705,13.45,83.34,4.6
2021-02-03,3.6137,14.68,75.8,2.09
2021-02-04,3.4147,14.64,66.07,2.09
2021-02-05,3.7474,15.12,59.13,2.65
2021-02-06,3.335,16.71,50.59,3.83
2021-02-07,0.8436,13.99,75.3,3.63
2021-02-08,3.6571,13.54,74.31,4.37
2021-02-09,4.0925,13.45,71.94,4.15
2021-02-10,3.4176,14.69,69.79,4.61
2021-02-11,3.6197,13.07,71.45,5.11
2021-02-12,4.0008,12.99,76.68,1.89
2021-02-13,2.1317,13.53,81.92,5.45
2021-02-14,2.3707,9.5,67.12,5.29
2021-02-15,2.8817,8.13,62.8,3.33
2021-02-16,4.3867,8.46,60.11,1.94
2021-02-17,4.2581,10.2,73.3,2.3
2021-02-18,4.3198,11.1,76.21,2.24
2021-02-19,4.3778,11.69,78.24,3.03
2021-02-20,4.3272,12.5,71.4,3.35
2021-02-21,3.4709,13.44,73.93,4.71
2021-02-22,3.2443,14.04,86.27,5.55
2021-02-23,3.5126,13.02,81.82,3.18
2021-02-24,4.6075,12.46,78.88,1.41
2021-02-25,3.895,12.42,80.84,1.04
2021-02-26,4.6222,11.95,74.42,1.4
2021-02-27,4.4393,12.0,78.57,1.51
2021-02-28,4.0543,13.16,77.3,1.96
2021-03-01,4.6874,12.49,78.13,3.57
2021-03-02,3.8513,13.22,83.84,4.04
2021-03-03,3.8582,12.85,78.75,3.68
2021-03-04,3.2681,13.49,82.62,3.5
2021-03-05,2.1499,12.97,82.68,1.87
2021-03-06,4.7496,13.55,78.74,1.66
2021-03-07,4.26,14.23,78.57,4.45
2021-03-08,3.7054,14.55,77.72,2.08
2021-03-09,2.7691,12.64,89.01,2.34
2021-03-10,4.6898,12.78,71.42,5.17
2021-03-11,5.179,12.49,69.24,3.02
2021-03-12,5.689,12.92,60.13,1.93
2021-03-13,4.5941,12.59,74.46,3.47
2021-03-14,5.3546,12.43,76.14,4.59
2021-03-15,5.4053,12.62,65.36,6.87
2021-03-16,4.0291,13.01,66.2,7.74
2021-03-17,3.8758,12.08,72.94,4.02
2021-03-18,4.7208,12.15,71.85,4.82
2021-03-19,2.3537,10.05,83.83,2.2
2021-03-20,1.4899,11.77,88.38,2.64
2021-03-21,2.2483,10.57,76.37,4.85
2021-03-22,4.6133,9.98,64.51,4.77
2021-03-23,4.9037,11.37,63.41,5.04
2021-03-24,5.304,11.58,73.75,2.52
2021-03-25,5.5159,12.36,79.24,2.02
2021-03-26,5.4686,13.2,72.74,1.9
2021-03-27,5.7708,15.1,63.86,1.89
2021-03-28,6.0509,14.71,81.18,2.15
2021-03-29,6.0422,14.52,80.27,2.04
2021-03-30,6.2585,13.73,77.77,2.0
2021-03-31,5.9035,14.67,77.08,1.54
2021-04-01,6.0252,15.86,69.51,2.38
2021-04-02,5.8829,16.69,75.9,1.96
2021-04-03,5.7631,16.51,78.77,2.07
2021-04-04,4.1904,15.93,78.63,3.01
2021-04-05,4.4722,14.58,80.89,2.56
2021-04-06,6.2285,14.94,71.05,4.1
2021-04-07,5.9909,13.81,68.39,5.03
2021-04-08,5.7708,11.65,59.05,3.14
2021-04-09,6.2321,13.32,67.01,5.57
2021-04-10,5.6676,15.56,67.59,6.43
2021-04-11,4.7621,15.8,77.17,5.32
2021-04-12,3.5712,16.06,80.82,2.95
2021-04-13,7.0951,13.75,64.1,5.07
2021-04-14,6.4392,14.4,65.22,2.44
2021-04-15,2.2226,13.47,87.63,3.74
2021-04-16,1.4554,14.04,85.46,4.47
2021-04-17,2.0767,12.59,85.04,3.06
2021-04-18,5.1089,11.77,73.23,4.59
2021-04-19,5.4698,12.97,68.45,4.19
2021-04-20,6.3509,14.8,66.48,2.26
2021-04-21,4.3469,15.98,75.32,3.14
2021-04-22,3.9634,17.29,82.14,1.88
2021-04-23,2.0028,15.55,88.67,1.78
2021-04-24,7.0906,15.34,77.87,2.95
2021-04-25,7.4542,16.7,70.5,3.5
2021-04-26,5.5994,19.74,68.67,5.56
2021-04-27,6.8712,18.38,72.78,2.45
2021-04-28,7.0219,19.31,64.27,1.95
2021-04-29,7.3702,19.62,70.53,1.71
2021-04-30,4.7074,22.37,67.27,2.68
2021-05-01,3.3334,19.86,76.91,3.11
2021-05-02,5.7372,17.68,74.59,2.48
2021-05-03,2.671,16.19,79.71,2.28
2021-05-04,4.89,19.81,73.11,2.36
2021-05-05,3.5232,18.25,85.37,1.93
2021-05-06,4.1638,17.36,77.46,1.02
2021-05-07,5.7538,18.14,74.6,2.52
2021-05-08,7.9601,18.89,70.68,2.9
2021-05-09,7.8842,20.87,62.68,3.78
2021-05-10,7.4774,21.45,58.82,5.22
2021-05-11,6.2688,18.99,74.29,4.2
2021-05-12,7.6483,17.75,63.33,3.92
2021-05-13,7.8696,18.83,60.42,2.77
2021-05-14,7.247,20.38,61.74,3.49
2021-05-15,7.7981,19.24,59.09,3.26
2021-05-16,8.0868,22.84,50.59,2.6
2021-05-17,8.0114,21.66,60.79,2.95
2021-05-18,7.4026,19.56,57.96,2.9
2021-05-19,7.7508,20.09,59.24,3.42
2021-05-20,7.7789,18.46,60.43,5.72
2021-05-21,7.9279,19.94,58.45,3.6
2021-05-22,7.0968,23.77,54.75,3.6
2021-05-23,7.2874,24.33,57.96,3.78
2021-05-24,7.6416,21.52,67.37,5.31
2021-05-25,7.4671,19.15,71.0,4.02
2021-05-26,5.1744,20.62,60.89,1.72
2021-05-27,6.2335,23.1,65.77,2.29
2021-05-28,5.951,21.79,66.45,3.55
2021-05-29,6.7435,22.73,60.7,1.67
2021-05-30,7.7426,22.0,62.93,3.45
2021-05-31,6.7363,22.11,61.33,2.67
2021-06-01,3.3703,21.63,73.08,3.19
2021-06-02,6.4236,22.53,71.04,5.42
2021-06-03,6.4404,23.95,67.58,5.23
2021-06-04,7.3073,24.29,64.77,4.23
2021-06-05,6.3434,24.21,59.41,3.41
2021-06-06,6.5431,24.57,59.47,4.27
2021-06-07,7.5379,22.5,67.83,4.7
2021-06-08,8.1857,22.34,62.78,3.85
2021-06-09,7.5514,21.97,69.73,4.41
2021-06-10,6.9094,22.73,71.41,3.54
2021-06-11,7.1614,23.49,63.29,2.44
2021-06-12,7.4532,23.8,58.14,1.8
2021-06-13,7.7057,24.69,55.47,2.01
2021-06-14,8.0657,25.98,48.06,1.71
2021-06-15,7.8718,26.09,53.16,2.12
2021-06-16,7.8674,26.84,52.54,4.26
2021-06-17,6.7025,27.11,58.41,4.72
2021-06-18,6.2837,27.33,57.2,3.28
2021-06-19,7.3358,30.09,48.57,3.23
2021-06-20,5.7542,31.21,41.34,3.15
2021-06-21,6.9509,29.26,54.45,4.0
2021-06-22,6.954,25.68,59.53,2.99
2021-06-23,5.1331,25.46,62.18,2.49
2021-06-24,6.414,25.77,67.46,1.44
2021-06-25,4.6447,28.19,59.42,1.83
2021-06-26,4.8382,27.98,56.69,2.95
2021-06-27,4.8029,31.09,41.61,2.87
2021-06-28,5.1552,27.63,66.14,2.43
2021-06-29,4.7083,28.66,57.66,2.11
2021-06-30,5.0546,29.72,50.18,2.74
2021-07-01,7.1395,27.16,59.22,2.69
2021-07-02,7.5936,28.44,49.85,1.65
2021-07-03,7.4935,30.53,45.16,1.47
2021-07-04,7.6032,29.92,43.95,2.72
2021-07-05,7.4354,27.2,62.49,4.18
2021-07-06,7.5742,30.23,44.82,3.31
2021-07-07,7.5653,31.09,46.77,2.79
2021-07-08,7.0627,28.69,62.03,3.22
2021-07-09,6.5707,27.64,63.44,3.25
2021-07-10,7.566,26.98,56.71,3.27
2021-07-11,7.6318,27.82,51.29,3.07
2021-07-12,7.2984,32.69,34.75,2.09
2021-07-13,6.157,29.08,52.45,4.05
2021-07-14,7.2094,25.33,50.04,4.49
2021-07-15,7.4633,25.78,54.89,3.02
2021-07-16,7.0776,25.8,56.21,4.87
2021-07-17,6.6922,25.56,60.48,7.03
2021-07-18,7.117,26.03,60.15,6.69
2021-07-19,7.117,26.27,66.09,4.88
2021-07-20,6.8827,26.98,66.2,2.96
2021-07-21,7.5506,27.5,58.17,2.27
2021-07-22,7.1275,28.67,49.77,1.43
2021-07-23,7.7638,30.18,38.97,2.37
2021-07-24,7.4294,31.42,36.73,3.95
2021-07-25,7.1177,33.17,35.23,5.26
2021-07-26,7.471,33.0,38.24,5.57
2021-07-27,6.9161,31.31,41.25,4.03
2021-07-28,7.4294,31.63,34.96,5.44
2021-07-29,7.1225,33.09,32.79,2.69
2021-07-30,6.8479,31.61,47.79,2.08
2021-07-31,6.4639,34.84,32.79,1.57
2021-08-01,7.0238,31.4,47.6,3.19
2021-08-02,6.9533,28.12,58.82,3.69
2021-08-03,6.6545,30.9,54.04,3.56
2021-08-04,6.8122,31.9,45.91,3.71
2021-08-05,6.8554,28.75,51.28,3.49
2021-08-06,7.3603,30.47,42.76,2.11
